timestamp,device_id,building,floor,room,sensor_type,event_type,value,status,battery_level
2026-04-10T08:26:36Z,D0561,SportsCentre,2,R203,humidity,reading,37.4,OK,62
2026-04-10T08:26:55Z,D0007,Library,1,R118,temperature,reading,24.1,WARNING,49
2026-04-10T08:27:14Z,D0223,Science,1,R125,temperature,calibration,19.6,OK,12
2026-04-10T08:24:39Z,D0426,Business,2,R221,air_quality,reading,921.9,WARNING,38
2026-04-10T08:04:24Z,D0316,Science,4,R410,air_quality,reading,983.9,OK,74
2026-04-10T08:07:25Z,D0593,SportsCentre,1,R127,motion,presence,0,OK,72
2026-04-10T08:06:00Z,D0555,SportsCentre,1,R117,temperature,calibration,18.4,OK,40
2026-04-10T08:12:08Z,D0419,Business,3,R310,air_quality,calibration,1181.6,OK,81
2026-04-10T08:24:32Z,D0314,Science,3,R322,air_quality,reading,731.3,OK,35
2026-04-10T08:23:15Z,D0227,Science,1,R119,temperature,reading,26.2,WARNING,11
2026-04-10T08:09:24Z,D0357,Business,1,R117,humidity,calibration,53.8,OK,77
2026-04-10T08:15:50Z,D0308,Science,1,R125,air_quality,reading,1181.7,ERROR,64
2026-04-10T08:32:00Z,D0314,Science,3,R322,air_quality,reading,560.4,OK,36
2026-04-10T08:11:19Z,D0355,Business,3,R319,humidity,reading,31.4,OK,63
2026-04-10T08:26:08Z,D0314,Science,3,R322,air_quality,reading,554.6,OK,39
2026-04-10T08:09:54Z,D0069,Library,1,R103,energy,usage,8.13,ERROR,33
2026-04-10T08:06:40Z,D0251,Science,3,R309,humidity,reading,63.9,OK,58
2026-04-10T08:06:44Z,D0312,Science,4,R403,air_quality,reading,549.0,OK,79
2026-04-10T08:22:06Z,D0226,Science,2,R205,temperature,reading,21.0,OK,14
2026-04-10T08:12:01Z,D0110,Engineering,5,R509,temperature,calibration,21.8,OK,43
2026-04-10T08:34:40Z,D0063,Library,4,R422,energy,reading,7.59,OK,73
2026-04-10T08:35:00Z,D0438,Arts,1,R105,temperature,reading,29.8,WARNING,50
2026-04-10T08:26:30Z,D0310,Science,4,R417,air_quality,calibration,703.9,OK,85
2026-04-10T08:21:24Z,D0153,Engineering,3,R324,motion,presence,1,OK,63
2026-04-10T08:18:00Z,D0247,Science,4,R411,humidity,reading,66.3,OK,24
2026-04-10T08:07:16Z,D0224,Science,1,R108,temperature,calibration,25.0,OK,13
2026-04-10T08:27:30Z,D0138,Engineering,2,R229,humidity,reading,59.1,OK,72
2026-04-10T08:31:27Z,D0232,Science,4,R413,temperature,reading,18.6,OK,18
2026-04-10T08:07:28Z,D0387,Business,2,R204,energy,usage,8.75,WARNING,60
2026-04-10T08:16:57Z,D0573,SportsCentre,1,R108,humidity,reading,43.6,OK,41
2026-04-10T08:05:42Z,D0233,Science,1,R119,temperature,reading,27.3,OK,8
2026-04-10T08:34:30Z,D0305,Science,1,R129,door,access,0,OK,75
2026-04-10T08:19:20Z,D0407,Business,1,R115,door,close,1,OK,34
2026-04-10T08:39:00Z,D0478,Arts,1,R118,motion,reading,1,OK,34
2026-04-10T08:35:24Z,D0526,Arts,2,R204,air_quality,calibration,749.1,WARNING,75
2026-04-10T08:25:47Z,D0002,Library,2,R208,temperature,calibration,37.3,OK,37
2026-04-10T08:14:00Z,D0307,Science,1,R103,air_quality,calibration,842.3,OK,46
2026-04-10T08:24:12Z,D0428,Business,2,R202,air_quality,reading,672.9,OK,66
2026-04-10T08:20:20Z,D0006,Library,2,R208,temperature,reading,37.0,OK,88
2026-04-10T08:36:54Z,D0303,Science,3,R317,door,close,0,OK,93
2026-04-10T08:41:20Z,D0144,Engineering,4,R412,humidity,reading,53.6,OK,63
2026-04-10T08:10:25Z,D0002,Library,2,R208,temperature,reading,37.1,OK,47
2026-04-10T08:10:30Z,D0237,Science,3,R303,humidity,reading,52.8,OK,92
2026-04-10T08:08:28Z,D0383,Business,1,R115,energy,usage,10.97,OK,70
2026-04-10T08:38:24Z,D0313,Science,3,R314,air_quality,error,,ERROR,59
2026-04-10T08:23:39Z,D0302,Science,3,R323,door,open,1,OK,76
2026-04-10T08:17:20Z,D0313,Science,3,R314,air_quality,calibration,476.6,OK,60
2026-04-10T08:41:29Z,D0197,Engineering,2,R203,door,close,1,OK,74
2026-04-10T08:30:48Z,D0081,Library,2,R207,door,open,0,OK,47
2026-04-10T08:11:05Z,D0308,Science,1,R125,air_quality,calibration,995.6,OK,61
2026-04-10T08:33:30Z,D0096,Library,1,R102,air_quality,reading,397.7,OK,84
2026-04-10T08:18:00Z,D0010,Library,2,R223,temperature,calibration,22.1,OK,72
2026-04-10T08:13:36Z,D0101,Library,2,R219,air_quality,reading,529.7,OK,30
2026-04-10T08:41:06Z,D0101,Library,2,R219,air_quality,reading,931.8,ERROR,26
2026-04-10T08:09:12Z,D0557,SportsCentre,2,R217,temperature,reading,18.2,OK,85
2026-04-10T08:16:13Z,D0213,Engineering,5,R519,air_quality,reading,1139.5,OK,32
2026-04-10T08:18:40Z,D0307,Science,1,R103,air_quality,reading,925.5,OK,55
2026-04-10T08:30:33Z,D0554,SportsCentre,1,R126,temperature,reading,27.9,OK,66
2026-04-10T08:11:50Z,D0313,Science,3,R314,air_quality,reading,395.6,OK,67
2026-04-10T08:23:50Z,D0448,Arts,1,R106,temperature,calibration,30.1,WARNING,63
2026-04-10T08:07:12Z,D0335,Business,2,R227,temperature,calibration,24.1,OK,88
2026-04-10T08:48:20Z,D0365,Business,3,R302,motion,presence,1,OK,31
2026-04-10T08:29:12Z,D0088,Library,2,R214,door,open,0,OK,91
2026-04-10T08:17:09Z,D0275,Science,3,R316,energy,usage,2.02,OK,84
2026-04-10T08:32:04Z,D0399,Business,1,R119,door,open,1,WARNING,68
2026-04-10T08:34:46Z,D0456,Arts,1,R116,humidity,reading,33.9,OK,80
2026-04-10T08:42:30Z,D0442,Arts,3,R301,temperature,calibration,19.3,OK,60
2026-04-10T08:35:14Z,D0092,Library,4,R410,air_quality,calibration,1016.8,WARNING,79
2026-04-10T08:38:00Z,D0107,Library,4,R411,air_quality,reading,1012.3,ERROR,26
2026-04-10T08:25:30Z,D0573,SportsCentre,1,R108,humidity,calibration,37.6,OK,43
2026-04-10T08:30:48Z,D0276,Science,4,R411,energy,reading,2.17,OK,44
2026-04-10T08:41:20Z,D0283,Science,2,R225,energy,reading,4.46,OK,87
2026-04-10T08:26:00Z,D0224,Science,1,R108,temperature,reading,23.7,OK,16
2026-04-10T08:31:24Z,D0139,Engineering,1,R106,humidity,reading,67.9,OK,59
2026-04-10T08:34:14Z,D0390,Business,1,R127,energy,usage,11.7,OK,74
2026-04-10T08:31:48Z,D0140,Engineering,4,R426,humidity,reading,51.6,OK,53
2026-04-10T08:40:00Z,D0182,Engineering,4,R402,door,access,1,OK,53
2026-04-10T08:26:50Z,D0590,SportsCentre,2,R218,motion,reading,1,OK,35
2026-04-10T08:24:18Z,D0117,Engineering,2,R209,temperature,reading,26.5,OK,40
2026-04-10T08:08:09Z,D0564,SportsCentre,2,R203,humidity,reading,49.7,OK,46
2026-04-10T08:13:40Z,D0299,Science,1,R102,door,close,1,OK,51
2026-04-10T08:33:00Z,D0143,Engineering,4,R408,humidity,reading,62.2,OK,45
2026-04-10T08:41:30Z,D0311,Science,3,R306,air_quality,calibration,757.3,OK,73
2026-04-10T08:55:40Z,D0411,Business,2,R201,door,access,1,OK,58
2026-04-10T08:11:12Z,D0557,SportsCentre,2,R217,temperature,reading,19.4,OK,95
2026-04-10T08:39:26Z,D0255,Science,4,R421,motion,reading,1,OK,81
2026-04-10T08:36:50Z,D0303,Science,3,R317,door,open,0,OK,98
2026-04-10T08:28:30Z,D0265,Science,3,R304,motion,presence,0,OK,93
2026-04-10T08:40:08Z,D0457,Arts,2,R222,humidity,reading,45.5,OK,36
2026-04-10T08:51:54Z,D0026,Library,1,R120,humidity,reading,35.2,OK,39
2026-04-10T08:20:18Z,D0221,Science,4,R401,temperature,calibration,27.8,OK,10
2026-04-10T08:52:30Z,D0534,Arts,1,R117,air_quality,reading,963.7,OK,36
2026-04-10T08:38:08Z,D0464,Arts,3,R317,humidity,reading,31.0,OK,55
2026-04-10T08:17:42Z,D0352,Business,3,R316,humidity,reading,53.2,OK,75
2026-04-10T08:23:44Z,D0566,SportsCentre,1,R120,humidity,calibration,40.4,OK,32
2026-04-10T08:23:52Z,D0415,Business,1,R122,air_quality,reading,686.2,OK,48
2026-04-10T08:27:00Z,D0303,Science,3,R317,door,close,0,OK,93
2026-04-10T08:27:09Z,D0314,Science,3,R322,air_quality,calibration,1037.4,OK,33
2026-04-10T08:18:12Z,D0065,Library,4,R404,energy,reading,4.52,OK,60
2026-04-10T08:51:51Z,D0202,Engineering,5,R513,air_quality,reading,798.6,OK,79
2026-04-10T08:39:52Z,D0307,Science,1,R103,air_quality,reading,849.0,OK,55
2026-04-10T08:43:10Z,D0357,Business,1,R117,humidity,reading,66.6,OK,88
2026-04-10T08:37:12Z,D0315,Science,2,R211,air_quality,calibration,463.9,OK,78
2026-04-10T08:31:10Z,D0121,Engineering,2,R222,temperature,reading,26.7,WARNING,54
2026-04-10T08:47:00Z,D0524,Arts,3,R314,air_quality,calibration,676.2,OK,74
2026-04-10T08:56:42Z,D0191,Engineering,5,R516,door,access,0,OK,57
2026-04-10T08:25:20Z,D0569,SportsCentre,1,R121,humidity,reading,44.2,OK,78
2026-04-10T08:12:44Z,D0462,Arts,3,R321,humidity,reading,51.8,OK,100
2026-04-10T08:48:00Z,D0200,Engineering,2,R227,air_quality,reading,697.8,OK,78
2026-04-10T08:51:28Z,D0504,Arts,3,R302,energy,reading,2.17,OK,38
2026-04-10T08:09:42Z,D0579,SportsCentre,1,R124,motion,reading,0,OK,85
2026-04-10T08:32:30Z,D0282,Science,1,R118,energy,reading,6.87,OK,78
2026-04-10T08:58:48Z,D0309,Science,1,R125,air_quality,calibration,447.1,OK,47
2026-04-10T09:05:40Z,D0311,Science,3,R306,air_quality,calibration,1049.2,OK,85
2026-04-10T08:56:06Z,D0043,Library,4,R413,motion,reading,0,OK,84
2026-04-10T08:33:10Z,D0301,Science,4,R404,door,open,1,OK,80
2026-04-10T08:46:40Z,D0270,Science,2,R210,motion,reading,0,OK,31
2026-04-10T08:33:30Z,D0312,Science,4,R403,air_quality,calibration,935.8,OK,80
2026-04-10T08:53:52Z,D0104,Library,2,R222,air_quality,reading,1041.5,OK,59
2026-04-10T08:13:32Z,D0312,Science,4,R403,air_quality,reading,857.3,OK,86
2026-04-10T08:44:12Z,D0173,Engineering,1,R127,energy,usage,3.35,OK,58
2026-04-10T09:04:55Z,D0101,Library,2,R219,air_quality,reading,1168.4,OK,32
2026-04-10T08:54:56Z,D0307,Science,1,R103,air_quality,calibration,457.9,OK,46
2026-04-10T08:24:09Z,D0109,Engineering,1,R118,temperature,reading,28.4,ERROR,47
2026-04-10T08:52:00Z,D0315,Science,2,R211,air_quality,calibration,578.4,OK,76
2026-04-10T08:52:15Z,D0425,Business,2,R219,air_quality,reading,692.4,WARNING,43
2026-04-10T08:38:30Z,D0315,Science,2,R211,air_quality,reading,736.5,OK,80
2026-04-10T08:45:43Z,D0500,Arts,2,R211,energy,usage,1.3,ERROR,46
2026-04-10T08:49:28Z,D0303,Science,3,R317,door,access,1,WARNING,99
2026-04-10T08:56:48Z,D0224,Science,1,R108,temperature,reading,22.0,WARNING,18
2026-04-10T08:46:22Z,D0291,Science,4,R415,door,access,1,OK,85
2026-04-10T08:46:35Z,D0310,Science,4,R417,air_quality,reading,434.6,OK,83
2026-04-10T09:01:12Z,D0305,Science,1,R129,door,open,1,OK,72
2026-04-10T08:10:51Z,D0468,Arts,3,R328,humidity,reading,69.7,OK,50
2026-04-10T08:29:04Z,D0310,Science,4,R417,air_quality,reading,429.3,OK,86
2026-04-10T08:40:09Z,D0370,Business,1,R102,motion,presence,0,OK,59
2026-04-10T08:55:00Z,D0054,Library,4,R401,motion,presence,0,OK,41
2026-04-10T08:18:25Z,D0440,Arts,1,R119,temperature,reading,24.0,WARNING,55
2026-04-10T08:37:00Z,D0136,Engineering,5,R524,humidity,reading,30.4,OK,44
2026-04-10T08:22:18Z,D0352,Business,3,R316,humidity,reading,51.5,OK,78
2026-04-10T08:56:00Z,D0235,Science,1,R126,humidity,reading,34.6,OK,6
2026-04-10T08:45:00Z,D0377,Business,3,R322,motion,reading,0,OK,49
2026-04-10T09:11:34Z,D0071,Library,3,R303,energy,usage,2.14,ERROR,91
2026-04-10T08:26:29Z,D0219,Science,4,R409,temperature,calibration,28.7,OK,76
2026-04-10T08:22:48Z,D0089,Library,4,R407,door,access,1,OK,70
2026-04-10T09:01:04Z,D0360,Business,1,R116,humidity,reading,42.5,OK,55
2026-04-10T08:38:20Z,D0087,Library,1,R103,door,access,1,OK,55
2026-04-10T08:11:33Z,D0315,Science,2,R211,air_quality,reading,524.6,OK,82
2026-04-10T09:13:28Z,D0622,SportsCentre,2,R208,door,close,0,OK,33
2026-04-10T08:38:50Z,D0305,Science,1,R129,door,open,1,OK,79
2026-04-10T08:19:30Z,D0306,Science,3,R320,door,open,1,OK,57
2026-04-10T08:50:55Z,D0229,Science,3,R306,temperature,calibration,22.6,OK,7
2026-04-10T08:31:28Z,D0307,Science,1,R103,air_quality,reading,364.2,OK,58
2026-04-10T08:11:51Z,D0070,Library,2,R203,energy,reading,11.39,OK,25
2026-04-10T09:15:22Z,D0408,Business,1,R125,door,access,1,OK,49
2026-04-10T08:59:45Z,D0434,Arts,1,R104,temperature,reading,21.5,OK,76
2026-04-10T08:20:00Z,D0318,Science,3,R309,air_quality,reading,805.9,OK,66
2026-04-10T08:20:05Z,D0401,Business,2,R211,door,access,0,OK,74
2026-04-10T08:40:20Z,D0060,Library,2,R209,energy,reading,5.55,OK,85
2026-04-10T08:16:12Z,D0624,SportsCentre,2,R218,door,access,0,OK,64
2026-04-10T08:12:12Z,D0123,Engineering,1,R103,temperature,reading,20.0,OK,82
2026-04-10T08:57:10Z,D0233,Science,1,R119,temperature,reading,20.1,OK,13
2026-04-10T08:45:06Z,D0130,Engineering,5,R502,humidity,reading,45.1,OK,75
2026-04-10T08:45:17Z,D0440,Arts,1,R119,temperature,reading,24.2,WARNING,52
2026-04-10T08:57:52Z,D0524,Arts,3,R314,air_quality,calibration,491.8,OK,68
2026-04-10T08:45:39Z,D0162,Engineering,4,R411,motion,presence,0,WARNING,80
2026-04-10T09:19:10Z,D0234,Science,1,R123,temperature,reading,21.1,WARNING,5
2026-04-10T08:58:34Z,D0484,Arts,1,R119,motion,reading,0,OK,87
2026-04-10T09:07:12Z,D0567,SportsCentre,2,R218,humidity,calibration,71.2,OK,68
2026-04-10T08:46:23Z,D0328,Business,3,R306,temperature,reading,19.5,WARNING,69
2026-04-10T08:16:56Z,D0312,Science,4,R403,air_quality,calibration,1184.2,OK,79
2026-04-10T09:03:45Z,D0234,Science,1,R123,temperature,reading,27.7,OK,6
2026-04-10T08:55:28Z,D0319,Science,1,R125,air_quality,reading,663.6,OK,69
2026-04-10T08:51:24Z,D0299,Science,1,R102,door,close,1,OK,49
2026-04-10T09:17:24Z,D0606,SportsCentre,1,R127,energy,usage,10.83,OK,48
2026-04-10T08:43:10Z,D0311,Science,3,R306,air_quality,reading,370.3,ERROR,74
2026-04-10T08:13:00Z,D0304,Science,4,R415,door,access,1,ERROR,32
2026-04-10T08:52:12Z,D0307,Science,1,R103,air_quality,reading,706.8,OK,47
2026-04-10T08:30:34Z,D0062,Library,2,R223,energy,reading,11.07,OK,67
2026-04-10T09:23:17Z,D0221,Science,4,R401,temperature,reading,23.7,OK,11
2026-04-10T08:22:00Z,D0313,Science,3,R314,air_quality,reading,891.6,WARNING,68
2026-04-10T08:22:05Z,D0404,Business,3,R317,door,close,0,OK,60
2026-04-10T08:53:12Z,D0243,Science,4,R415,humidity,calibration,61.5,OK,76
2026-04-10T08:57:51Z,D0301,Science,4,R404,door,open,0,OK,81
2026-04-10T08:40:12Z,D0224,Science,1,R108,temperature,reading,19.9,OK,7
2026-04-10T09:16:13Z,D0169,Engineering,4,R415,energy,reading,6.52,OK,80
2026-04-10T08:40:30Z,D0306,Science,3,R320,door,close,0,OK,56
2026-04-10T08:36:08Z,D0093,Library,4,R405,air_quality,calibration,942.3,OK,53
2026-04-10T08:40:48Z,D0042,Library,4,R420,motion,reading,0,OK,38
2026-04-10T08:45:30Z,D0306,Science,3,R320,door,open,1,OK,54
2026-04-10T08:36:32Z,D0267,Science,4,R409,motion,reading,0,OK,84
2026-04-10T09:17:55Z,D0097,Library,2,R202,air_quality,reading,453.2,OK,83
2026-04-10T08:46:00Z,D0064,Library,4,R429,energy,reading,4.59,OK,85
2026-04-10T08:23:05Z,D0646,SportsCentre,1,R123,air_quality,reading,368.5,OK,82
2026-04-10T08:41:42Z,D0067,Library,1,R119,energy,reading,1.29,OK,97
2026-04-10T09:00:27Z,D0010,Library,2,R223,temperature,calibration,37.6,WARNING,72
2026-04-10T09:10:00Z,D0444,Arts,2,R226,temperature,calibration,20.2,ERROR,46
2026-04-10T08:51:31Z,D0192,Engineering,3,R315,door,open,0,OK,30
2026-04-10T08:47:00Z,D0629,SportsCentre,1,R126,door,close,1,OK,52
2026-04-10T08:23:35Z,D0063,Library,4,R422,energy,reading,2.55,OK,68
2026-04-10T09:29:56Z,D0108,Library,1,R115,air_quality,calibration,1025.6,OK,32
2026-04-10T09:06:30Z,D0392,Business,3,R324,energy,reading,4.26,OK,87
2026-04-10T09:30:34Z,D0580,SportsCentre,1,R114,motion,reading,0,OK,68
2026-04-10T08:47:50Z,D0327,Business,1,R101,temperature,reading,18.7,OK,47
2026-04-10T09:31:12Z,D0484,Arts,1,R119,motion,reading,0,OK,86
2026-04-10T08:48:10Z,D0103,Library,3,R330,air_quality,calibration,1043.8,ERROR,60
2026-04-10T08:48:20Z,D0058,Library,1,R125,energy,reading,4.39,OK,94
2026-04-10T08:38:48Z,D0002,Library,2,R208,temperature,reading,26.7,OK,36
2026-04-10T08:14:36Z,D0223,Science,1,R125,temperature,reading,25.0,OK,16
2026-04-10T09:27:54Z,D0193,Engineering,3,R308,door,close,0,OK,59
2026-04-10T08:19:36Z,D0093,Library,4,R405,air_quality,reading,797.5,OK,44
2026-04-10T09:03:55Z,D0001,Library,1,R101,temperature,reading,33.5,OK,61
2026-04-10T09:04:08Z,D0309,Science,1,R125,air_quality,calibration,949.0,ERROR,39
2026-04-10T09:34:03Z,D0114,Engineering,3,R320,temperature,reading,22.7,OK,97
2026-04-10T09:14:30Z,D0222,Science,1,R112,temperature,reading,22.0,WARNING,14
2026-04-10T09:19:44Z,D0162,Engineering,4,R411,motion,reading,1,OK,80
2026-04-10T09:40:00Z,D0179,Engineering,2,R205,energy,usage,9.49,OK,28
2026-04-10T08:40:08Z,D0229,Science,3,R306,temperature,reading,19.6,OK,11
2026-04-10T08:15:06Z,D0309,Science,1,R125,air_quality,reading,1073.1,OK,50
2026-04-10T08:20:12Z,D0307,Science,1,R103,air_quality,calibration,537.8,OK,48
2026-04-10T08:30:24Z,D0580,SportsCentre,1,R114,motion,presence,0,OK,70
2026-04-10T09:11:10Z,D0244,Science,3,R311,humidity,reading,67.0,OK,53
2026-04-10T09:06:18Z,D0309,Science,1,R125,air_quality,error,,ERROR,46
2026-04-10T08:30:42Z,D0263,Science,3,R310,motion,reading,1,ERROR,60
2026-04-10T09:22:08Z,D0171,Engineering,2,R222,energy,reading,6.64,OK,34
2026-04-10T09:32:42Z,D0104,Library,2,R222,air_quality,calibration,994.5,OK,69
2026-04-10T08:41:20Z,D0231,Science,1,R130,temperature,reading,21.7,WARNING,12
2026-04-10T08:57:01Z,D0327,Business,1,R101,temperature,reading,29.1,WARNING,48
2026-04-10T08:26:00Z,D0165,Engineering,2,R220,energy,reading,4.19,OK,63
2026-04-10T09:33:54Z,D0629,SportsCentre,1,R126,door,access,0,ERROR,53
2026-04-10T08:41:52Z,D0445,Arts,1,R122,temperature,reading,30.2,WARNING,20
2026-04-10T09:45:00Z,D0420,Business,1,R105,air_quality,calibration,575.5,OK,33
2026-04-10T09:03:12Z,D0289,Science,2,R208,door,close,1,WARNING,42
2026-04-10T08:21:08Z,D0158,Engineering,2,R212,motion,reading,1,ERROR,77
2026-04-10T09:35:24Z,D0641,SportsCentre,2,R203,air_quality,reading,495.2,WARNING,75
2026-04-10T08:26:35Z,D0299,Science,1,R102,door,close,1,OK,45
